State,City,Order_Date,Restaurant_Name,Location,Category,Dish_Name,Price_INR,Rating,Rating_Count
Telangana,Warangal,30-12-2025,Food Junction,MG Road,Chinese,Manchurian,349,4.1,3999
Gujarat,Ahmedabad,16-02-2025,Cafe Aroma,MG Road,Pizza,Veg Farmhouse,299,3.7,1016
Delhi,New Delhi,10-07-2024,Roll Nation,Andheri,North Indian,Naan,599,3.8,2897
Karnataka,Bengaluru,18-02-2025,Cafe Aroma,North,Chinese,Hakka Noodles,499,4.7,1748
Tamil Nadu,Madurai,24-11-2025,KFC,West,Biryani,Veg Biryani,499,3.7,4994
Gujarat,Ahmedabad,01-12-2024,Domino's,Andheri,North Indian,Paneer Butter Masala,249,4.5,2493
Tamil Nadu,Chennai,07-04-2025,Cafe Aroma,Sector 18,Dessert,Ice Cream,699,4.1,3569
Maharashtra,Pune,15-05-2024,Tandoori Treat,North,North Indian,Dal Makhani,99,4.9,1267
Telangana,Hyderabad,30-06-2025,KFC,Central,Chinese,Fried Rice,349,3.8,114
Karnataka,Mangalore,02-02-2024,Royal Kitchen,East,Beverages,Lassi,149,3.8,1112
Gujarat,Ahmedabad,17-06-2024,KFC,Sector 18,Burger,Veg Burger,399,5,3001
Rajasthan,Udaipur,14-10-2025,Royal Kitchen,North,Beverages,Cold Coffee,699,3.9,3832
Telangana,Hyderabad,06-04-2025,Roll Nation,South,Biryani,Veg Biryani,499,4,1086
Uttar Pradesh,Kanpur,21-09-2025,Royal Kitchen,Central,Chinese,Hakka Noodles,599,3.9,3769
Telangana,Warangal,22-05-2024,Food Junction,Andheri,Biryani,Hyderabadi Biryani,249,3.9,549
Uttar Pradesh,Noida,16-03-2025,Cafe Aroma,East,Beverages,Lassi,349,4.2,1836
West Bengal,Siliguri,01-09-2024,Cafe Aroma,North,Pizza,Veg Farmhouse,349,3.5,4743
Madhya Pradesh,Indore,07-05-2024,KFC,West,Pizza,Margherita,249,3.8,3779
Telangana,Hyderabad,08-09-2025,Tandoori Treat,East,Dessert,Gulab Jamun,599,4,1919
Rajasthan,Udaipur,04-06-2025,Roll Nation,South,South Indian,Vada,499,4.9,2837
Delhi,New Delhi,25-11-2024,Burger King,MG Road,Beverages,Mango Shake,349,4.9,3628
Maharashtra,Pune,10-07-2025,KFC,MG Road,South Indian,Masala Dosa,699,4.3,2589
Maharashtra,Nagpur,06-05-2025,Spice Hub,East,Chinese,Hakka Noodles,699,4.6,3232
Tamil Nadu,Madurai,26-06-2025,Pizza Hut,Sector 18,Dessert,Brownie,99,4.2,3481
Telangana,Hyderabad,20-08-2024,Domino's,MG Road,Burger,Cheese Burger,99,4.7,1490
Gujarat,Surat,15-11-2025,Cafe Aroma,Central,Chinese,Fried Rice,99,3.9,1519
Madhya Pradesh,Bhopal,06-12-2025,Subway,Andheri,South Indian,Idli,99,3.6,1955
Maharashtra,Mumbai,14-09-2024,Biryani House,Central,Chinese,Hakka Noodles,199,4.6,4232
Tamil Nadu,Coimbatore,31-03-2024,Food Junction,South,Burger,Aloo Tikki Burger,99,4,206
West Bengal,Kolkata,09-03-2025,Pizza Hut,West,Chinese,Manchurian,599,4.8,1013
Rajasthan,Udaipur,26-09-2025,Tandoori Treat,MG Road,Burger,Aloo Tikki Burger,99,4.4,2687
Karnataka,Mangalore,07-03-2024,Pizza Hut,Koramangala,North Indian,Paneer Butter Masala,399,4.1,2408
Gujarat,Surat,09-04-2025,Biryani House,North,North Indian,Paneer Butter Masala,99,4.5,3707
Uttar Pradesh,Lucknow,13-01-2024,Spice Hub,Andheri,South Indian,Vada,299,3.8,4045
Tamil Nadu,Chennai,26-01-2025,Burger King,South,Beverages,Cold Coffee,99,4.8,3840
Telangana,Warangal,12-11-2024,Burger King,North,North Indian,Naan,499,3.9,98
Rajasthan,Jaipur,23-01-2025,Spice Hub,Koramangala,North Indian,Paneer Butter Masala,299,4,1090
Delhi,New Delhi,21-05-2024,Royal Kitchen,Andheri,Biryani,Paneer Biryani,149,3.9,4991
Telangana,Warangal,06-05-2025,Tandoori Treat,Andheri,Burger,Cheese Burger,199,4.4,3429
Delhi,New Delhi,26-07-2025,Roll Nation,Sector 18,North Indian,Paneer Butter Masala,599,3.9,790
Telangana,Warangal,09-08-2024,Biryani House,Banjara Hills,Beverages,Lassi,599,3.6,180
Gujarat,Vadodara,10-11-2024,Subway,North,South Indian,Idli,499,3.9,438
Telangana,Warangal,13-04-2025,Domino's,West,South Indian,Idli,399,4.5,4711
West Bengal,Kolkata,06-11-2024,Domino's,Banjara Hills,Pizza,Veg Farmhouse,99,4.5,32
Madhya Pradesh,Bhopal,29-08-2025,Burger King,Banjara Hills,Chinese,Hakka Noodles,699,3.6,4781
Telangana,Hyderabad,14-11-2025,Food Junction,South,Burger,Aloo Tikki Burger,99,4.8,2195
Gujarat,Surat,29-01-2025,Roll Nation,North,Beverages,Cold Coffee,499,4,4487
Karnataka,Bengaluru,19-09-2025,Domino's,MG Road,Biryani,Veg Biryani,399,5,4665
West Bengal,Siliguri,09-05-2024,Royal Kitchen,Banjara Hills,Chinese,Manchurian,99,4.6,827
Maharashtra,Nagpur,01-06-2025,Biryani House,MG Road,Pizza,Veg Farmhouse,199,4.3,837
Karnataka,Mangalore,21-11-2025,Royal Kitchen,Sector 18,Pizza,Veg Farmhouse,99,4.9,1092
Uttar Pradesh,Lucknow,03-07-2025,Cafe Aroma,Sector 18,South Indian,Idli,349,3.6,2908
Tamil Nadu,Chennai,26-09-2025,Tandoori Treat,Banjara Hills,Pizza,Veg Farmhouse,249,3.7,4858
Maharashtra,Nagpur,02-09-2024,Cafe Aroma,North,Burger,Veg Burger,699,3.8,2207
Tamil Nadu,Madurai,23-06-2024,KFC,East,Dessert,Brownie,399,3.8,1555
Madhya Pradesh,Indore,19-11-2024,Domino's,Andheri,Chinese,Manchurian,349,4.2,1334
Gujarat,Surat,10-08-2024,Tandoori Treat,Sector 18,North Indian,Paneer Butter Masala,249,4.3,2429
Tamil Nadu,Madurai,24-01-2024,Royal Kitchen,West,South Indian,Idli,249,4.6,2207
Tamil Nadu,Chennai,31-03-2024,Burger King,Sector 18,Burger,Cheese Burger,249,4,2948
Delhi,New Delhi,15-11-2025,Royal Kitchen,Koramangala,Dessert,Brownie,349,3.8,943
Rajasthan,Udaipur,10-02-2025,KFC,Andheri,North Indian,Naan,149,3.8,3238
Karnataka,Mysuru,11-09-2024,Cafe Aroma,Sector 18,Pizza,Pepper Paneer,399,4.1,974
West Bengal,Siliguri,10-02-2024,Tandoori Treat,Koramangala,Biryani,Veg Biryani,499,3.9,2617
Maharashtra,Pune,16-01-2024,Biryani House,Central,Biryani,Hyderabadi Biryani,249,4,4547
Delhi,New Delhi,01-10-2025,Subway,Central,Chinese,Hakka Noodles,299,3.9,1977
Tamil Nadu,Madurai,25-07-2025,Burger King,Banjara Hills,North Indian,Paneer Butter Masala,599,4.6,464
Gujarat,Ahmedabad,24-04-2025,Domino's,Central,North Indian,Dal Makhani,349,3.9,2396
Delhi,New Delhi,10-05-2024,Food Junction,North,Beverages,Mango Shake,99,3.5,2182
Maharashtra,Mumbai,05-06-2024,Cafe Aroma,South,Dessert,Brownie,699,3.7,2386
Telangana,Hyderabad,29-11-2025,Subway,South,Chinese,Manchurian,399,4.9,3086
Delhi,New Delhi,19-01-2025,KFC,MG Road,Beverages,Mango Shake,349,4.4,1465
Karnataka,Mangalore,30-07-2025,Roll Nation,Sector 18,Burger,Aloo Tikki Burger,149,3.7,852
Karnataka,Mangalore,21-04-2024,Pizza Hut,North,Pizza,Margherita,149,3.6,2114
Madhya Pradesh,Bhopal,20-05-2024,Pizza Hut,East,Biryani,Hyderabadi Biryani,199,4.8,3488
Gujarat,Vadodara,18-05-2025,Biryani House,North,Biryani,Paneer Biryani,599,4.6,3275
Madhya Pradesh,Indore,29-11-2024,Cafe Aroma,East,North Indian,Naan,399,4,4964
Madhya Pradesh,Bhopal,31-07-2025,Domino's,East,Burger,Aloo Tikki Burger,149,4.4,4530
Uttar Pradesh,Kanpur,01-03-2025,Spice Hub,MG Road,Dessert,Brownie,399,4.5,2487
Telangana,Warangal,05-12-2025,Domino's,South,Pizza,Veg Farmhouse,499,4.3,4122
Rajasthan,Jaipur,29-07-2024,Roll Nation,North,Chinese,Hakka Noodles,499,4.1,4504
Maharashtra,Pune,18-03-2025,Royal Kitchen,Central,Biryani,Hyderabadi Biryani,599,3.5,391
Madhya Pradesh,Indore,24-11-2024,Burger King,Banjara Hills,Pizza,Pepper Paneer,499,4.1,4316
Tamil Nadu,Chennai,21-02-2025,Subway,Banjara Hills,North Indian,Naan,99,4.4,464
Gujarat,Ahmedabad,08-12-2024,Subway,West,Dessert,Ice Cream,99,4.1,2111
Uttar Pradesh,Lucknow,05-02-2025,Biryani House,Andheri,Dessert,Gulab Jamun,149,4.5,4208
Telangana,Warangal,10-02-2025,Roll Nation,Andheri,Chinese,Hakka Noodles,99,4.7,102
Karnataka,Mangalore,21-11-2025,Burger King,Banjara Hills,Beverages,Lassi,499,3.9,3053
Delhi,New Delhi,16-08-2024,Pizza Hut,North,Burger,Veg Burger,199,4.5,1568
Rajasthan,Udaipur,14-01-2025,KFC,MG Road,South Indian,Idli,599,3.8,3306
Madhya Pradesh,Bhopal,28-05-2024,KFC,Central,South Indian,Idli,699,4.5,3842
Delhi,New Delhi,08-03-2024,Burger King,Andheri,Beverages,Cold Coffee,149,5,4460
Maharashtra,Mumbai,02-11-2024,Subway,Andheri,Chinese,Fried Rice,99,4.6,2546
Uttar Pradesh,Noida,15-04-2024,Spice Hub,Banjara Hills,Beverages,Mango Shake,149,4.8,4304
Rajasthan,Jaipur,30-12-2025,Roll Nation,Andheri,Dessert,Brownie,599,4.5,832
Telangana,Warangal,16-04-2024,Burger King,Sector 18,Biryani,Veg Biryani,699,4.8,4561
West Bengal,Kolkata,26-08-2025,Roll Nation,East,Chinese,Fried Rice,499,4.7,2388
West Bengal,Kolkata,15-12-2025,Subway,MG Road,Beverages,Cold Coffee,299,3.9,79
Tamil Nadu,Chennai,06-08-2025,Royal Kitchen,East,Pizza,Margherita,199,3.7,4260
Maharashtra,Mumbai,26-03-2025,Cafe Aroma,Koramangala,North Indian,Naan,699,4.9,4021
Madhya Pradesh,Indore,16-10-2024,Biryani House,Koramangala,Biryani,Veg Biryani,599,4.8,2617
West Bengal,Siliguri,25-01-2025,Burger King,East,Chinese,Hakka Noodles,249,3.9,20
West Bengal,Kolkata,29-03-2025,KFC,Banjara Hills,South Indian,Idli,249,3.6,2923
Rajasthan,Jaipur,12-07-2024,Tandoori Treat,North,Chinese,Manchurian,199,4,4084
Gujarat,Surat,06-06-2024,Biryani House,West,Chinese,Manchurian,599,4.6,1454
Gujarat,Surat,14-04-2024,Spice Hub,South,North Indian,Naan,99,4.2,4066
Delhi,New Delhi,14-12-2025,Roll Nation,Banjara Hills,Biryani,Veg Biryani,599,4.8,4431
Karnataka,Bengaluru,28-04-2024,Subway,South,Chinese,Hakka Noodles,199,3.6,3351
Karnataka,Mysuru,13-06-2024,Biryani House,Central,Biryani,Veg Biryani,149,4.6,265
Karnataka,Mysuru,14-04-2024,Tandoori Treat,South,South Indian,Masala Dosa,699,3.8,3551
Karnataka,Bengaluru,22-12-2025,Roll Nation,West,Burger,Aloo Tikki Burger,699,4.7,2632
Karnataka,Bengaluru,16-10-2025,Burger King,East,Pizza,Veg Farmhouse,399,3.6,205
Tamil Nadu,Chennai,10-07-2024,Subway,Koramangala,Biryani,Veg Biryani,699,3.6,969
Gujarat,Surat,27-09-2025,KFC,Central,Burger,Cheese Burger,199,3.9,3326
Gujarat,Surat,08-09-2024,Subway,East,Pizza,Pepper Paneer,149,4.3,4960
Karnataka,Mangalore,25-10-2024,Royal Kitchen,Banjara Hills,South Indian,Vada,349,4.4,1298
West Bengal,Kolkata,07-07-2025,Pizza Hut,East,Beverages,Cold Coffee,349,3.8,4164
Tamil Nadu,Chennai,08-07-2025,Tandoori Treat,South,South Indian,Idli,299,4.9,741
Delhi,New Delhi,19-04-2025,Domino's,West,Burger,Aloo Tikki Burger,199,4,857
Gujarat,Ahmedabad,07-08-2025,KFC,Banjara Hills,North Indian,Paneer Butter Masala,249,4.4,1240
Telangana,Hyderabad,01-08-2024,Burger King,West,South Indian,Vada,249,3.5,582
Karnataka,Mysuru,29-12-2024,Food Junction,MG Road,Beverages,Mango Shake,199,3.9,2083
Gujarat,Surat,01-01-2024,Domino's,West,Dessert,Gulab Jamun,249,3.7,1609
Telangana,Hyderabad,10-06-2025,Subway,Koramangala,Burger,Veg Burger,499,4.4,2724
Maharashtra,Mumbai,02-02-2025,KFC,Koramangala,Dessert,Ice Cream,149,4,4672
Rajasthan,Jaipur,30-12-2024,Royal Kitchen,Banjara Hills,South Indian,Masala Dosa,699,4.5,4953
Rajasthan,Jaipur,15-06-2025,Food Junction,East,Chinese,Hakka Noodles,599,4.9,2905
Maharashtra,Mumbai,24-04-2025,Royal Kitchen,Banjara Hills,Beverages,Mango Shake,99,4.6,1042
Tamil Nadu,Coimbatore,21-05-2024,Biryani House,MG Road,North Indian,Paneer Butter Masala,249,3.6,3928
West Bengal,Kolkata,02-09-2024,Tandoori Treat,West,Chinese,Hakka Noodles,349,3.6,2232
Uttar Pradesh,Kanpur,30-03-2025,Roll Nation,Banjara Hills,Beverages,Cold Coffee,599,4.9,3288
Gujarat,Surat,27-07-2025,Spice Hub,Central,Burger,Veg Burger,349,3.7,2062
West Bengal,Kolkata,02-02-2024,Burger King,Andheri,South Indian,Masala Dosa,599,4.1,2290
Tamil Nadu,Chennai,29-07-2025,Biryani House,Central,North Indian,Naan,399,3.5,3833
Karnataka,Mysuru,05-06-2025,Tandoori Treat,South,Burger,Veg Burger,299,4.9,4188
Maharashtra,Pune,15-11-2025,Subway,East,North Indian,Naan,399,4.7,4654
Telangana,Hyderabad,27-11-2025,Food Junction,Koramangala,Dessert,Ice Cream,399,3.8,3931
Karnataka,Bengaluru,30-08-2025,Subway,Sector 18,North Indian,Naan,499,4.3,1776
West Bengal,Siliguri,28-10-2025,Biryani House,North,Chinese,Manchurian,249,4.9,212
Rajasthan,Udaipur,20-06-2024,Subway,Koramangala,Pizza,Margherita,599,4.2,3380
Madhya Pradesh,Bhopal,17-11-2025,Domino's,Koramangala,Dessert,Gulab Jamun,249,4.4,1784
Maharashtra,Nagpur,04-12-2024,Cafe Aroma,Koramangala,Chinese,Manchurian,699,4.4,481
Tamil Nadu,Madurai,18-10-2024,Biryani House,Banjara Hills,North Indian,Paneer Butter Masala,249,3.5,185
West Bengal,Siliguri,23-11-2025,Subway,East,Pizza,Margherita,149,4.7,2617
Maharashtra,Nagpur,17-12-2025,Royal Kitchen,North,Chinese,Fried Rice,499,4.8,115
Madhya Pradesh,Bhopal,18-09-2024,Domino's,West,Pizza,Margherita,499,4.3,288
Karnataka,Mangalore,02-06-2024,Domino's,East,North Indian,Naan,399,3.8,2015
Karnataka,Mangalore,23-03-2025,Tandoori Treat,Sector 18,Biryani,Paneer Biryani,249,4.1,4775
Rajasthan,Jaipur,10-09-2024,Roll Nation,Andheri,Beverages,Lassi,349,3.5,3624
West Bengal,Siliguri,15-10-2024,Cafe Aroma,East,Biryani,Hyderabadi Biryani,699,4.1,1490
Rajasthan,Udaipur,09-12-2024,Royal Kitchen,Andheri,Chinese,Fried Rice,299,4.9,2369
Tamil Nadu,Chennai,29-09-2024,Burger King,Andheri,Burger,Aloo Tikki Burger,199,3.5,4757
Rajasthan,Udaipur,06-10-2024,Tandoori Treat,Sector 18,North Indian,Dal Makhani,499,5,3264
Gujarat,Vadodara,26-09-2025,Biryani House,Koramangala,South Indian,Vada,399,4.6,2160
Delhi,New Delhi,02-08-2025,Subway,MG Road,Burger,Veg Burger,599,3.7,3259
Maharashtra,Nagpur,20-12-2024,Tandoori Treat,Central,Burger,Aloo Tikki Burger,199,4.9,3316
Rajasthan,Jaipur,16-06-2025,Royal Kitchen,Central,South Indian,Idli,299,4.4,2455
Gujarat,Vadodara,17-12-2025,Food Junction,Andheri,Chinese,Manchurian,199,4.1,1261
Karnataka,Mangalore,18-10-2025,Burger King,West,South Indian,Vada,499,4.5,2075
Karnataka,Mangalore,11-10-2024,Biryani House,Central,Beverages,Cold Coffee,199,4.4,3508
Delhi,New Delhi,05-12-2024,Domino's,North,Burger,Cheese Burger,599,4.7,3103
Tamil Nadu,Madurai,29-09-2024,Domino's,Koramangala,South Indian,Masala Dosa,99,4,815
Maharashtra,Nagpur,22-02-2025,Food Junction,South,Dessert,Gulab Jamun,349,4.6,3534
West Bengal,Kolkata,22-07-2025,Burger King,Banjara Hills,Chinese,Fried Rice,199,3.8,4478
West Bengal,Siliguri,14-11-2024,Pizza Hut,South,Chinese,Hakka Noodles,299,3.9,2207
Rajasthan,Udaipur,02-02-2025,Subway,Andheri,South Indian,Masala Dosa,349,4.7,2640
Madhya Pradesh,Bhopal,10-04-2024,Biryani House,MG Road,South Indian,Masala Dosa,199,4.1,4280
Telangana,Warangal,09-12-2024,Cafe Aroma,South,Beverages,Lassi,99,4.1,2727
Delhi,New Delhi,17-06-2025,Cafe Aroma,North,Burger,Veg Burger,199,4.3,778
Karnataka,Mysuru,30-09-2025,Subway,North,North Indian,Dal Makhani,499,4.1,2115
Karnataka,Mysuru,24-02-2024,Royal Kitchen,North,Dessert,Brownie,99,4.7,971
Karnataka,Mysuru,11-09-2025,KFC,Banjara Hills,Burger,Veg Burger,349,4.7,1170
Tamil Nadu,Coimbatore,27-12-2025,Royal Kitchen,West,Beverages,Lassi,699,4.9,924
Telangana,Warangal,22-01-2024,Tandoori Treat,Banjara Hills,South Indian,Idli,599,4.8,651
Uttar Pradesh,Lucknow,22-07-2024,Spice Hub,East,Dessert,Ice Cream,599,4.6,2392
Rajasthan,Jaipur,08-04-2024,Cafe Aroma,Sector 18,South Indian,Masala Dosa,399,4.9,374
Delhi,New Delhi,24-09-2025,Tandoori Treat,Central,South Indian,Vada,699,4.9,114
Maharashtra,Pune,17-06-2024,Roll Nation,Central,South Indian,Vada,249,4,4997
Telangana,Warangal,05-01-2024,Spice Hub,North,Dessert,Gulab Jamun,199,3.6,4110
West Bengal,Siliguri,22-08-2025,Roll Nation,Central,Burger,Veg Burger,349,4.4,2919
Gujarat,Surat,12-12-2025,Royal Kitchen,Koramangala,South Indian,Vada,99,4.2,983
Delhi,New Delhi,09-06-2024,Domino's,Koramangala,North Indian,Dal Makhani,499,3.8,788
Gujarat,Ahmedabad,27-09-2025,Domino's,West,Dessert,Ice Cream,249,4.9,2365
Madhya Pradesh,Bhopal,20-04-2024,Subway,Banjara Hills,Dessert,Ice Cream,699,4,4606
Gujarat,Surat,18-07-2024,Royal Kitchen,North,Chinese,Hakka Noodles,349,4.4,4155
West Bengal,Kolkata,28-10-2025,Food Junction,East,Pizza,Veg Farmhouse,599,5,578
West Bengal,Kolkata,28-12-2024,Domino's,Koramangala,North Indian,Paneer Butter Masala,249,4.3,4585
Karnataka,Mysuru,07-03-2024,Biryani House,MG Road,Pizza,Margherita,249,4.7,307
West Bengal,Kolkata,02-02-2024,Burger King,Banjara Hills,Chinese,Fried Rice,399,4.2,2455
Gujarat,Surat,23-07-2025,Burger King,Andheri,Chinese,Hakka Noodles,399,4.3,4623
Gujarat,Vadodara,01-12-2024,Biryani House,West,Chinese,Hakka Noodles,249,4.1,4912
Madhya Pradesh,Bhopal,18-01-2025,Tandoori Treat,Banjara Hills,Dessert,Gulab Jamun,699,3.6,3884
Uttar Pradesh,Lucknow,03-02-2025,Biryani House,Sector 18,Dessert,Gulab Jamun,149,3.9,3788
Karnataka,Mysuru,23-02-2025,Burger King,MG Road,Biryani,Hyderabadi Biryani,599,4,3224
Karnataka,Mysuru,30-03-2024,Tandoori Treat,Central,Chinese,Manchurian,699,3.6,1541
Karnataka,Mangalore,27-07-2025,Royal Kitchen,South,Beverages,Lassi,149,3.6,2409
Rajasthan,Udaipur,21-08-2024,Biryani House,Central,South Indian,Vada,149,4.8,1309
Uttar Pradesh,Lucknow,22-10-2024,Subway,Banjara Hills,North Indian,Naan,399,4.4,833
Tamil Nadu,Chennai,07-02-2024,Subway,Central,North Indian,Naan,599,3.6,3512
Maharashtra,Nagpur,11-06-2024,Spice Hub,Central,North Indian,Dal Makhani,349,4.8,3543
Telangana,Hyderabad,27-04-2025,Pizza Hut,East,Burger,Cheese Burger,99,4.3,734
Karnataka,Bengaluru,04-09-2024,Subway,West,Pizza,Veg Farmhouse,199,4.3,3067
Tamil Nadu,Madurai,16-12-2025,Royal Kitchen,MG Road,Dessert,Ice Cream,149,3.6,1662
Karnataka,Bengaluru,01-05-2024,Spice Hub,West,South Indian,Vada,399,4.1,1827
Maharashtra,Nagpur,21-08-2024,Tandoori Treat,MG Road,Dessert,Ice Cream,699,4.7,3360
Rajasthan,Jaipur,24-08-2025,Cafe Aroma,South,Biryani,Veg Biryani,299,4.4,502
Rajasthan,Jaipur,14-03-2025,Cafe Aroma,Koramangala,Pizza,Margherita,249,3.5,3786
Tamil Nadu,Madurai,31-12-2025,Tandoori Treat,Banjara Hills,South Indian,Idli,199,4.9,4210
Tamil Nadu,Chennai,08-06-2024,Royal Kitchen,Andheri,Biryani,Veg Biryani,499,3.7,2621
Karnataka,Bengaluru,02-07-2024,Royal Kitchen,Banjara Hills,Beverages,Lassi,249,3.7,2137
Maharashtra,Nagpur,30-03-2024,Pizza Hut,Andheri,Beverages,Lassi,249,3.6,1483
Tamil Nadu,Madurai,07-11-2025,Tandoori Treat,West,North Indian,Paneer Butter Masala,199,4.7,769
Rajasthan,Udaipur,22-01-2024,Biryani House,West,Burger,Aloo Tikki Burger,349,4.8,2654
Tamil Nadu,Madurai,19-09-2024,Tandoori Treat,Sector 18,South Indian,Vada,699,4.5,2309
Uttar Pradesh,Noida,21-05-2025,Biryani House,South,Dessert,Brownie,699,3.9,148
Delhi,New Delhi,15-05-2025,Roll Nation,Andheri,Pizza,Pepper Paneer,399,3.9,394
Telangana,Warangal,02-11-2025,Domino's,Koramangala,Chinese,Hakka Noodles,349,3.8,3801
Uttar Pradesh,Lucknow,27-03-2025,Roll Nation,East,South Indian,Vada,349,4.7,368
Uttar Pradesh,Noida,30-11-2025,Biryani House,East,Beverages,Mango Shake,399,4.4,757
Maharashtra,Mumbai,16-11-2025,Burger King,West,Beverages,Mango Shake,249,3.5,2971
Rajasthan,Jaipur,08-10-2024,Burger King,Central,Dessert,Brownie,249,4.9,3596
Maharashtra,Pune,11-05-2025,Spice Hub,MG Road,Biryani,Hyderabadi Biryani,349,5,2701
Rajasthan,Udaipur,08-10-2025,Spice Hub,Andheri,Biryani,Hyderabadi Biryani,99,3.8,927
Delhi,New Delhi,11-11-2025,Domino's,Andheri,South Indian,Idli,349,4.1,4432
Maharashtra,Mumbai,06-01-2025,Tandoori Treat,MG Road,Beverages,Lassi,599,4.8,691
Delhi,New Delhi,10-07-2024,Pizza Hut,South,Burger,Aloo Tikki Burger,599,4.2,2666
Delhi,New Delhi,18-01-2025,Roll Nation,MG Road,Pizza,Veg Farmhouse,699,4.7,2626
Telangana,Hyderabad,31-03-2025,Food Junction,West,Biryani,Hyderabadi Biryani,399,3.8,4530
Gujarat,Ahmedabad,22-05-2024,Biryani House,MG Road,Dessert,Ice Cream,699,4.1,3463
Madhya Pradesh,Indore,30-03-2025,Biryani House,West,Biryani,Veg Biryani,249,3.7,688
Karnataka,Bengaluru,13-03-2024,Royal Kitchen,Andheri,Chinese,Fried Rice,299,4.3,844
Rajasthan,Jaipur,09-02-2024,Burger King,Central,Chinese,Fried Rice,499,3.6,4225
Rajasthan,Jaipur,12-05-2024,Burger King,Sector 18,Pizza,Margherita,149,4.6,774
Delhi,New Delhi,09-10-2024,Pizza Hut,MG Road,Beverages,Lassi,599,3.8,4679
Karnataka,Mysuru,06-12-2025,Biryani House,MG Road,Dessert,Brownie,199,4.4,3025
Gujarat,Ahmedabad,12-03-2024,Burger King,Koramangala,Chinese,Hakka Noodles,599,4.1,1687
Delhi,New Delhi,22-06-2024,Cafe Aroma,East,Dessert,Brownie,199,3.7,393
Madhya Pradesh,Bhopal,29-09-2024,Domino's,West,Beverages,Cold Coffee,149,4.6,1434
Gujarat,Surat,26-04-2025,Food Junction,South,Burger,Aloo Tikki Burger,699,4.2,1170
Rajasthan,Jaipur,16-09-2025,Food Junction,Koramangala,Biryani,Veg Biryani,149,4,687
West Bengal,Siliguri,06-06-2024,Roll Nation,South,Chinese,Hakka Noodles,249,4.8,2591
Rajasthan,Jaipur,10-02-2024,Royal Kitchen,MG Road,Biryani,Paneer Biryani,349,4.6,775
West Bengal,Siliguri,04-09-2025,Food Junction,Sector 18,Biryani,Hyderabadi Biryani,99,4.2,1399
West Bengal,Kolkata,03-12-2025,Roll Nation,Andheri,Beverages,Cold Coffee,299,3.9,3562
Rajasthan,Udaipur,28-07-2025,Spice Hub,Koramangala,North Indian,Dal Makhani,699,3.8,1183
Telangana,Warangal,17-12-2025,Cafe Aroma,Sector 18,Beverages,Lassi,599,3.6,2476
Uttar Pradesh,Noida,06-05-2024,Royal Kitchen,West,Beverages,Cold Coffee,349,4.9,3448
Karnataka,Mysuru,14-11-2024,Biryani House,North,Pizza,Margherita,499,4.3,831
Karnataka,Bengaluru,21-08-2025,Burger King,Koramangala,Biryani,Veg Biryani,249,4.8,2560
Karnataka,Mysuru,12-09-2025,Royal Kitchen,South,Pizza,Margherita,199,3.9,4299
Telangana,Hyderabad,23-07-2025,Cafe Aroma,Andheri,Burger,Veg Burger,199,3.8,2574
Uttar Pradesh,Lucknow,14-08-2025,Subway,Koramangala,North Indian,Dal Makhani,399,3.7,4931
Gujarat,Ahmedabad,26-09-2025,Roll Nation,Sector 18,Pizza,Pepper Paneer,99,5,3578
Gujarat,Ahmedabad,30-10-2024,Domino's,West,Biryani,Veg Biryani,249,4.3,2262
Delhi,New Delhi,26-12-2025,Royal Kitchen,Sector 18,Pizza,Veg Farmhouse,149,3.6,1084
Rajasthan,Jaipur,10-06-2024,Pizza Hut,North,South Indian,Masala Dosa,699,4.7,3868
Maharashtra,Mumbai,07-01-2024,Cafe Aroma,West,Biryani,Hyderabadi Biryani,199,4.4,2943
Gujarat,Surat,21-03-2024,Pizza Hut,Andheri,South Indian,Vada,399,4.4,4865
Madhya Pradesh,Bhopal,23-04-2024,Roll Nation,Andheri,Dessert,Brownie,499,4.8,3808
Delhi,New Delhi,03-03-2025,KFC,East,Biryani,Veg Biryani,499,3.9,1495
Uttar Pradesh,Noida,05-11-2024,Royal Kitchen,Banjara Hills,Burger,Cheese Burger,349,3.6,4686
Madhya Pradesh,Bhopal,27-06-2025,KFC,West,Dessert,Gulab Jamun,699,4,1017
Tamil Nadu,Madurai,17-08-2024,Spice Hub,Banjara Hills,Biryani,Veg Biryani,149,3.9,546
Maharashtra,Nagpur,27-03-2025,KFC,Sector 18,North Indian,Dal Makhani,149,3.9,4815
Karnataka,Mangalore,17-03-2025,Cafe Aroma,South,Burger,Veg Burger,99,3.8,139
Delhi,New Delhi,08-12-2025,Domino's,Central,Biryani,Hyderabadi Biryani,399,4.1,1293
Madhya Pradesh,Bhopal,06-03-2025,Roll Nation,South,Biryani,Paneer Biryani,199,4.9,1248
Delhi,New Delhi,25-05-2024,Food Junction,North,Burger,Veg Burger,499,4.5,546
Rajasthan,Jaipur,06-04-2025,Food Junction,West,Pizza,Veg Farmhouse,299,4.5,4371
Gujarat,Ahmedabad,24-04-2024,Spice Hub,MG Road,Pizza,Veg Farmhouse,249,4.6,4164
Tamil Nadu,Chennai,20-07-2024,Subway,South,South Indian,Masala Dosa,499,4.6,471
Maharashtra,Pune,24-04-2025,Roll Nation,Central,Biryani,Veg Biryani,299,4.9,1150
